project_id,project_name,country,continent,status,project_summary,intervention_rationale,budget_usd,budget_band,start_date,end_date,duration_years,time_band,local_problems_perceived,nature_based_solutions_implemented,main_pressure_tags,material_topic_tags,intervention_type_tags,risk_concern_tags,business_objective_tags,sbtn_outcome_tags,biodiversity_benefit,water_benefit,climate_adaptation_benefit,climate_mitigation_benefit,food_security_benefit,social_benefit,stakeholders_involved,match_explanation
NBS-027,Mediterranean Blue Forests,Greece,Europe,In early stages of implementation,"The development of all necessary tools (legal, conservation, restoration) that will assess the extent of anchoring pressure, reduce the negative impacts of unregulated anchoring in Posidonia meadows and evaluate the effects of anchoring to the potential of these ecosystems to store Blue Carbon. Passive restoration activities and area-based conservation activities will be implemented along with estimations of the...",Development of national level regulations to protect seagrass ecosystems and promotion of income diversification. Installation of eco-moorings (passive restoration). Identification of innovative and scalable Blue Carbon financing opportunities that will benefit resource management at the national level.,985418,Low: < $1.5M,2023-03-01,2038-02-01,14.9,Long term: 5+ years,"Coastal flooding and erosion, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products), Degradation of carbon sinks","Protecton and enhancement or construction of wetlands (other types than peatlands and mangroves, e.g. seagrass) -Restoration of wetlands (other types than peatlands and mangroves, e.g. seagrass)",Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity,Wetland restoration; Forest restoration; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project,Operational disruption; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution,Yes,Yes,Yes,Yes,No,Yes,"Government authorities, NGOs, Local communities","This project is relevant because it addresses Water withdrawal / water stress in Greece through Wetland restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-028,Traditional Stone-built water retention ponds. A green infrastructure to tackle water scarcity in small dry islands,Greece,Europe,Completed - looking to scale-up,"The purpose of the project is to revive this approach that combines structural engineering with natural features (hybrid NbS), aiming at i) reducing the water velocity and therefore increasing water infiltration and enriching aquifers, ii) collecting small amounts of water that could later be used for irrigation, and iii) create small oasis that are biodiversity hotspots in the arid island systems, suitable habitats...","Water scarcity is a significant issue on the dry islands of the central Aegean Sea. The small ponds created behind the check dams in the ephemeral streams of those islands are an ancestral technique aiming at retaining water and providing time for water to percolate into the ground, while they also form oases for biodiversity.",118700,Low: < $1.5M,2021-07-01,2023-07-01,2.0,Short term: 0–2 years,"Water availability, Droughts","Revaluation of ancestral practices for ecosystem management: 1. Creation of water retention ponds using stone-built micro check dams, using different traditional techniques such as dry stone and traditional mortars, 2. Soil restoration & management that enhance aquifer capacity and support holding water for a longer period",Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk; Regulatory / reporting pressure,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Community / social impact,Agroforestry / regenerative agriculture; Habitat conservation; Climate mitigation / carbon project,Operational disruption; Regulatory / reporting risk,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Support SBTN-aligned action planning; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,Yes,No,Yes,"Government authorities, NGOs, Local communities, Youth","This project is relevant because it addresses Water withdrawal / water stress in Greece through Agroforestry / regenerative agriculture, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-029,Metsälähde,Finland,Europe,In implementation with intermediate results,"Metsälähde project focuses on protecting waters from nutrient and sediment loads from commercially used forests in three river catchment areas in southern Finland. Project area suffers from regular floods which are expected to get worse due to climate change. Nature-based solutions, like wetlands and mire restoration, are applied to improve water quality and mitigate floods. Goal is to implement more practical water...","The project area and its communities are expected to suffer from climate hazards, such as floods, decreased water quality and erratic rainfall. Active land use has led to destruction of many natural water retention elements like wetland, mires and ponds. In the Metsälähde project we will implement nature-based solutions for water control and restore peatland and wetlands to areas they have disappeared from. We will...",539116,Low: < $1.5M,2022-05-01,2024-10-01,2.4,Medium term: 2–5 years,"Water pollution, River flooding","Restoration of peatlands -Protection and enhancement or construction of wetlands (other types than peatlands and mangroves, e.g. seagrass) -Restoration of wetlands (other types than peatlands and mangroves, e.g. seagrass) -Upper watershed restoration and management",Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution,Watershed restoration; Wetland restoration; Forest restoration; Coastal restoration; Habitat conservation,Operational disruption,Reduce nature-related risk; Identify credible NbS investment opportunities; Support SBTN-aligned action planning; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution,Yes,Yes,Yes,No,No,Yes,"Government authorities, NGOs, Local communities","This project is relevant because it addresses Water withdrawal / water stress in Finland through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-030,VALUTA,Finland,Europe,In implementation with intermediate results,VALUTA project aims at improving and maintaining the ecological status of three river catchment areas and the coastal area into which the rivers flow. Nature-based solutions (such as two-stage channels and wetlands) are applied in the project area to reduce flooding and nutrient pollution which are problematic to people and nature in the area.,"In addressing water management challenges in the Inkoon, Siuntion, and Ingarskilanjoki areas, the project undertakes a multifaceted approach. Key activities include constructing multi-effect wetlands in agricultural and forestry environments to clean runoff, balance water flows, and enhance biodiversity; restoring bogs to increase water retention and reduce nutrient leaching, which also adapts to increased winter...",1113502,Low: < $1.5M,2021-01-01,2024-12-01,3.9,Medium term: 2–5 years,"Water pollution, Soil degradation and loss, River flooding",Restoration of floodplains -Upper watershed restoration and management -Maintenance or restoration of sediment transport -Protection and enhancement or construction of wetlands,Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Community / social impact,Watershed restoration; Wetland restoration; Forest restoration; Coastal restoration; Habitat conservation,Operational disruption; Reputational risk,Reduce nature-related risk; Identify credible NbS investment opportunities; Support SBTN-aligned action planning; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,No,No,Yes,"Government authorities, NGOs, Private sector, Local communities, Academia, Women","This project is relevant because it addresses Water withdrawal / water stress in Finland through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-031,RANKKU & RANKKU2,Finland,Europe,In implementation with intermediate results,"Both RANKKU & RANKKU2 projects aim to improve the ecological status of Baltic Sea coastal waters in western Uusimaa region in Finland by applying nature-based solutions (E.g. construction or restoration of wetlands) in the project area to reduce flooding, drought and land based nutrient loading. Other main project actions are Eelgrass (Zostera marina) restorations and organizing volunteer-based coastal litter...","The RANKKU projects aim to improve coastal water quality, increase biodiversity, and reduce coastal littering in western Uusimaa. These projects involve a range of restoration measures in coastal areas between Hanko and Kirkkonummi. Key actions include constructing wetlands, transplanting seagrass, and organizing litter collection efforts. A significant focus is on reducing the nutrient load in coastal waters, which...",764527,Low: < $1.5M,2021-07-01,2023-11-01,2.3,Medium term: 2–5 years,"Eutrophication and water quality, historical ditching/drainage for agriculture and forestry therefore consequential flooding","Restoration, protection and enhancement of wetlands",Water withdrawal / water stress; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency; Regulatory / reporting pressure,Water; Biodiversity; Climate adaptation; Pollution; Community / social impact,Wetland restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation,Operational disruption; Supply chain risk; Regulatory / reporting risk; Reputational risk,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Explore partnership opportunities with WWF,Water; Biodiversity; Climate; Pollution; Community,Yes,Yes,Yes,No,Yes,Yes,"NGOs, Government authorities, private sector, local communities, women","This project is relevant because it addresses Water withdrawal / water stress in Finland through Wetland restoration, with expected benefits for Water, Biodiversity, Climate adaptation."
NBS-032,GemWet: Conservation and sustainable development of coastal wetlands with high ecological value- Case of Ghar el Melh,Tunisia,Africa,Completed and scaling-up,"The project worked on the conservation of the Ghar el Melh lagoon which is located in the Governorate of Bizerte and in the mouth of the Medjerda River Basin (transboundary river basin between Tunisia and Algeria). In 2018, the project developed a model of governance for Ghar el Melh to reconcile development challenges while safeguarding natural capital of the region and preserving sustainable use and water...","The GemWet project created a model for integrated coastal and wetlands management in North Africa. It specifically implemented actions to protect, sustainably manage, and restore the Ghar el Melah lagoon in Tunisia. The project addressed the following societal challenges: - Food security: This is done through planning for restoring the water flow from the lagoon of Ghar el Melh into the salt lake of Sebkhet Sidi Ali...",1818564,Medium: $1.5M – $3M,2018-07-01,2025-12-01,7.4,Long term: 5+ years,"Water pollution, Over-exploitation of natural resources (water resources and fisheries)","Restoration of wetlands (other types than peatlands and mangroves, e.g. seagrass) - Sustainable use of natural resources to improve livelihoods and food security",Water withdrawal / water stress; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Community-based NbS,Supply chain risk; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Climate; Pollution; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, NGOs, Local communities, Academia, International organisations, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Tunisia through Watershed restoration, with expected benefits for Water, Biodiversity, Climate adaptation."
NBS-033,Support responsible forest management with communities of the TRIDOM landscape - Cameroon,Cameroon,Africa,Completed - looking to scale-up,"The project aim was to address challenges faced by council and community forest such as poorly or not at all implementing prescriptions and recommended mitigation measures by forest managers and partners leading to forest degradation, and poor living conditions of indigenous people. The project targeted Two council forest and 6 community forests covering a total forest area of 84986 ha.in Cameroon TRIDOM landscape.....","Cameroon TRIDOM landscape count 100 community forest covers a total forest area of about 434 700 ha, its own by local communities and manage according to the management plan Over two decades of implementation of the management plan, the assessment findings showed that measures to insure the respect of forest integrity and wellbeing of the population are still weak . For example, slash and burn agriculture,...",151136,Low: < $1.5M,2021-07-01,2023-08-01,2.1,Medium term: 2–5 years,"Water pollution, Soil degradation and loss, Poverty including unemployment, Famine including lack of quality food, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products), Deforestation and forest degradation, Land rights conflicts",Reforestation/Restoration of forests -Agroecology approaches (agroforestry & silvopastoral systems) -Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management) -Community-based forestry and other forms of sustainable forest management -Indigenous and community protected areas,Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Wetland restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Supply chain risk; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,Yes,Yes,Yes,"Government authorities, NGOs, Private sector, Indigenous people, Local communities, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Cameroon through Wetland restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-034,The Natural Forest Regeneration for Enhanced Carbon Absorptions in the Albertine Rift (FRECAR),Uganda,Africa,In early stages of implementation,"The FRECAR project focuses on restoration of degraded landscapes to ensure enhanced carbon absorption while providing social benefits and enhancing biodiversity. The carbon absorbed will be verified under VERRA's CCB and handed over to Uganda's NDCs. The project in Uganda spans approx. 28,000 ha in the Ugandan part of one of the world's most biodiversity hotspots, the Albertine Rift, which stretches over six...","The project implements landscape restoration through afforestation, reforestation and revegetation (ARR) and natural regeneration. We work with communities to provide the seedlings for restoration but also undertake the actual restoration initiatives through planting and maintaining/weeding the planted trees as well as instituting fire management protocols and management options.",9000000,High: > $3M,2022-01-01,2041-12-01,19.9,Long term: 5+ years,"Soil degradation and loss, Poverty including unemployment, Famine including lack of quality food, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products), Deforestation and forest degradation, Forest fires, Land rights conflicts, Degradation of carbon sinks, Human-wildlife conflicts","Reforestation/Restoration of forests -Agroecology approaches (agroforestry & silvopastoral systems) -Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management) -Community-based forestry and other forms of sustainable forest management, Soil restoration & management",Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Resource use / circularity; Community / social impact,Wetland restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Supply chain risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,Yes,Yes,Yes,"Government authorities, NGOs, Private sector, Local communities, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Uganda through Wetland restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-035,"Community empowerment through Nursery operation and management, vegetable growing along the river banks - FRECAR project",Uganda,Africa,In early stages of implementation,"The project is implemented in the Kagombe-Bugoma, in the Northern area of the Albertine Rift due to their international importance as a biodiversity hotspot and it remains the home to most of Uganda’s tropical moist forests (TMFs). With most of the forests outside the CFRs cleared for purposes of agricultural production and access to other forest-based resources (e.g. fuelwood) and human settlement, it is timely for...","Previously the amount of rainfall in the area was reliable but now the area struggles with rain for crop farming and water for household use. The restoration of the forest reserve will enable restoration of the weather pattern, more water will be collected in the river streams for vegetable growing.",94260,Low: < $1.5M,2022-01-01,2026-12-01,4.9,Medium term: 2–5 years,"Poverty including unemployment, Famine including lack of quality food, Deforestation and forest degradation, Degradation of carbon sinks",Reforestation/Restoration of forests,Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Community / social impact,Watershed restoration; Forest restoration; Habitat conservation; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Supply chain risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,Yes,Yes,Yes,"Government authorities, NGOs, Private sector, Financial sector, Local communities, Academia, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Uganda through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-036,Innovative and Gender-sensitive Nature-based Solutions for Resilience and Green Jobs,Uganda,Africa,In implementation with intermediate results,"The project aims to create and scale green jobs by applying a gender sensitive and innovative Nature-based Solutions (NbS) approach in the Rwenzori Landscape (RL). The RL houses approximately 805,000 people. The population density is extremely high and continues to rise and the communities in the RL are highly vulnerable to the effects of climate change. The project targets 1,200 people living in rural areas and 500...","The river bank stabilization using indigenous bamboo and trees helps to minimize, reduce, or stop the collapse of soils from river banks, flash floods, and landslides, the FLR also helps solve the societal problem of Landslides, flooding, and surface runoffs. That is why the project targets climate-vulnerable areas mapped by the Climate Vulnerability Capacity Assessment in 2021.",1500000,Medium: $1.5M – $3M,2020-01-01,2024-12-01,4.9,Medium term: 2–5 years,"Water availability, Landslides & mudslides, Poverty including unemployment, Over-exploitation of water resources, forest products, Degradation of carbon sinks",Reforestation - Agroforestry & silvopastoral systems - Community-based forestry and other forms of sustainable forest management,Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Forest restoration; Agroforestry / regenerative agriculture; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Supply chain risk; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,Yes,No,Yes,"Government authorities, NGOs, Private sector, Financial sector, Indigenous people, Local communities, Academia, International organisations/UN bodies, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Uganda through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-037,The Triple Benefit Programme (Danida SPA) - Uganda,Uganda,Africa,In early stages of implementation,"The overall impact of the programme is improved human well-being, thriving biodiversity and enhanced climate mitigation & resilience for people and nature in selected landscapes in the four countries of intervention. Nature-based Solutions (NbS) will be implemented to address the most pressing societal and climate challenges identified in the landscapes through the protection, sustainable management and restoration...","The project in Uganda is situated in the Greater Virunga Landscape (GVL). targets the ecosystems and adjacent communities including the indigenous people (Batwa and Banyabutumbi) in the GVL. The targeted ecosystems include Bwindi National Park (NP), Queen Elizabeth NP, Maramagambo Forest, Kalinzu Forest and the crater lakes, swamps and Rivers in Rubirizi Kisoro and Kanungu. These ecosystems are under threat, leading...",1628000,Medium: $1.5M – $3M,2022-01-01,2025-12-01,3.9,Medium term: 2–5 years,"Water availability, Water pollution, Soil degradation and loss, Droughts, River flooding, Landslides & mudslides, Poverty including unemployment, Famine including lack of quality food, Over-exploitation of natural resources (water resources, overgrazing, fisheries, forest products, Deforestation and forest degradation, Forest fires, Land rights conflicts, Human-wildlife conflicts, Invasive alien species, Extreme...",Reforestation - Protection of existing habitats and natural vegetation - Upper watershed restoration and management - Agroforestry - Community-based forestry - Clearing out invasive alien species and allow natural regeneration maintaining the functionality of the ecosystem - Soil restoration & management - Protection of riparian vegetation,Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency; Regulatory / reporting pressure,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Riparian buffer restoration; Forest restoration; Agroforestry / regenerative agriculture; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Supply chain risk; Regulatory / reporting risk; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Support CSRD / ESRS / TNFD disclosure; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,Yes,Yes,Yes,"Government authorities, Local communities","This project is relevant because it addresses Water withdrawal / water stress in Uganda through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-038,Land For Life,Tanzania,Africa,In early stages of implementation,"The aim of the Bee Keeping value chain project is to integrate nature-based solutions with an agroecological model. This approach focuses on enhancing community resilience to climate change and reducing Human-Wildlife conflict. As part of this initiative, the project will introduce drought-tolerant and short term crops (sunflower, Cassava, legumes, Moringa tree) and promote the adoption of ecological practices...","The project will assist farmers in adopting agroecological practices such as intercropping(including drought tolerant crops and cover crops) integrating animals in farm to soil fertility that include use of manure and mulching. These interventions will reduce costs associated with farming especially women and youth, enhance community resilience to climate change(Drought) and food insecurity through crop...",203000,Low: < $1.5M,2023-12-01,2025-03-01,1.2,Short term: 0–2 years,"Soil degradation and loss, Droughts, Poverty including unemployment, Famine including lack of quality food, Human-wildlife conflicts",Agroecology approaches (agroforestry & silvopastoral systems) -Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest management) -Indigenous Nature and Culture-based solutions,Water withdrawal / water stress; Land-use change; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Resource use / circularity; Community / social impact,Forest restoration; Agroforestry / regenerative agriculture; Habitat conservation; Sustainable natural resource management; Community-based NbS,Operational disruption; Supply chain risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, Private sector, Local communities, Youth, Women, PWD","This project is relevant because it addresses Water withdrawal / water stress in Tanzania through Forest restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-039,Mangroves for Community and Climate - Madagascar,Madagascar,Africa,In implementation with intermediate results,The project intervenes in 2 priority seascapes: the Manambolo Tsiribihina seascape in the western part of Madagascar and the Diana seascape in Ambaro bay. The project supports community management and restoration of the mangroves to improve local communities’ livelihoods and their resilience to climate change and other threats. The project also supports the development and implementation of the national action plan...,"The intervention areas are exposed to sea level rise, change in rainfall pattern, frequent strong winds, cyclone and riverine flooding. The mangroves conservation and restoration will reinforce the resilience of the mangroves ecosystem and its function to protect the shoreline and coastal habitation. This will also sustain the ecosystemic services offered by the mangroves and will enable the local communities to...",4500000,High: > $3M,2021-07-01,2025-12-01,4.4,Medium term: 2–5 years,"Coastal flooding and erosion, River flooding, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products,, Deforestation and forest degradation, Degradation of carbon sinks, Sea level rises","Restoration of mangroves - Supporting community based natural resources management transfer - Use of ecosystemic services to develop sustainable livelihoods (such as fisheries, ecotourism and beekeeping)",Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Forest restoration; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Reputational risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,Yes,No,Yes,"Government authorities, NGOs, Private sector, Local communities, Academia, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Madagascar through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-040,Resilience of forest ecosystems & communities,Madagascar,Africa,In early stages of implementation,"In southwestern Madagascar, forests are disappearing, regardless of mangroves, dry or spiny forests, mainly for fuelwood use. As a result, these ecosystems and people's livelihoods are disappearing WWF is working with people on the ground to achieve more sustainable forest management, addressing the whole fuelwood supply chain, working with policy makers and villagers to reforest with fastgrown fuelwood species and...","The project will address societal challenges identified, and will focus on the impact of healthy, restored and well-managed ecosystems to human well-being of the communities that depend on them. The project will highlight spiny forests and mangroves as ecosystems to be conserved in order to guarantee mainly food security for neighboring communities through the ecosystem services they provide.The project aims to...",2759000,Medium: $1.5M – $3M,2023-07-01,2027-06-01,3.9,Medium term: 2–5 years,"Water availability, Soil degradation and loss, Droughts, Coastal flooding and erosion, Urban flooding, River flooding, Landslides & mudslides, Poverty including unemployment, Famine including lack of quality food, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products,, Deforestation and forest degradation, Forest fires, Land rights conflicts, Degradation of...","Restoration of mangroves, spiny and dry forest - Integrating management of dry forest and wetlands - Agroecology approaches (agroforestry & silvopastoral systems) - Protection, restoration and sustainable manage floodplains - Protecton, restoration and enhancement or construction of wetlands - Sustainable use of natural resources to improve livelihoods and food security (eg. community-based wildlife or forest...",Water withdrawal / water stress; Land-use change; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Climate mitigation / carbon project; Community-based NbS,Operational disruption; Supply chain risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Build a nature-positive investment case; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Community,Yes,Yes,Yes,Yes,Yes,Yes,"Government authorities, Private sector, Local communities, Youth, Women","This project is relevant because it addresses Water withdrawal / water stress in Madagascar through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
NBS-041,Water Security in the Outeniqua Water Source Area,South Africa,Africa,In implementation - looking for partnerships,"The functioning of the Outeniqua Water Source Area is threatened by rapid spread of invasive alien plants - reducing water flows in droughts and dry seasons by up to 60%. Importantly, the water released by restoration undertaken by this project flows into the arid Little Karoo whose regional economy is restricted by water availability and where droughts are predicted to worsen with climate change. Climate change is...","Invasive alien trees use up to 60% more water than the indigenous vegetation during dry seasons and droughts when flows are at their lowest. This significantly reduces water security, reducing both quantity and quality of available water (for agriculture, local communities consumption and for towns downstream). The invasive trees also significantly increase the intensity of wildfires which increases erosion during...",1134750,Low: < $1.5M,2011-01-01,,,Unknown,"Water availability, Soil degradation and loss, Droughts, River flooding, Poverty including unemployment, Over-exploitation of natural resources (water resources, overgrazing, fisheries, mangroves, forest products)",Upper watershed restoration and management -Fire management,Water withdrawal / water stress; Land-use change; Pollution / nutrient runoff; Habitat degradation; Climate physical risk; Supply chain dependency,Water; Biodiversity; Land use / ecosystem degradation; Climate adaptation; Pollution; Resource use / circularity; Community / social impact,Watershed restoration; Wetland restoration; Forest restoration; Agroforestry / regenerative agriculture; Coastal restoration; Habitat conservation; Sustainable natural resource management; Community-based NbS,Operational disruption; Supply chain risk; Cost increase; Loss of ecosystem services,Reduce nature-related risk; Identify credible NbS investment opportunities; Improve supply chain resilience; Support SBTN-aligned action planning; Explore partnership opportunities with WWF,Water; Biodiversity; Land; Climate; Pollution; Community,Yes,Yes,Yes,No,Yes,Yes,"Government authorities, NGOs, Private sector, Financial sector, Local communities, Academia, International organizations - UN bodies","This project is relevant because it addresses Water withdrawal / water stress in South Africa through Watershed restoration, with expected benefits for Water, Biodiversity, Land use / ecosystem degradation."
